PAC4GC_38658443	EB27023.1	mrna-11262	g6656.t1	mrna-7713	mrna-754
PAC4GC_38641616	EB40608.1	mrna-3945	g12873.t1	mrna-211	mrna-33
PAC4GC_38639414	EB39656.1	mrna-3946	g12872.t1	mrna-210	mrna-34
PAC4GC_38641161	EB40570.3	mrna-3947	g12871.t1	mrna-209	mrna-35
PAC4GC_38640635	EB39942.1	mrna-3951	g12849.t1	mrna-206	mrna-39
PAC4GC_38641386	EB40778.1	mrna-3952	g12848.t1	mrna-205	mrna-40
PAC4GC_38638757	EB40760.1	mrna-3953	g12847.t1	mrna-204	mrna-138
PAC4GC_38637691	EB40072.1	mrna-11344	g11654.t1	mrna-5781	mrna-115
PAC4GC_38639024	EB41112.2	mrna-11542	g10599.t1	mrna-8672	mrna-359
PAC4GC_38640310	EB40244.1	mrna-11543	g10602.t1	mrna-8673	mrna-361
PAC4GC_38641106	EB39768.1	mrna-11544	g10605.t1	mrna-8674	mrna-6
PAC4GC_38640620	EB39872.1	mrna-11547	g10547.t1	mrna-8678	mrna-176
PAC4GC_38638764	EB40366.1	mrna-11548	g10501.t1	mrna-8679	mrna-177
PAC4GC_38640926	EB40809.1	mrna-11550	g14018.t1	mrna-8682	mrna-60
PAC4GC_38637799	EB40526.2	mrna-11551	g14016.t1	mrna-8683	mrna-59
PAC4GC_38640506	EB40141.1	mrna-11557	g14011.t1	mrna-8686	mrna-57
PAC4GC_38639645	EB40464.1	mrna-11488	g12329.t1	mrna-7106	mrna-49
PAC4GC_38640230	EB40620.1	mrna-11490	g10924.t1	mrna-7108	mrna-51
PAC4GC_38638250	EB40128.1	mrna-11625	g10950.t1	mrna-7111	mrna-53
PAC4GC_38639395	EB41008.2	mrna-11626	g10952.t1	mrna-7112	mrna-54
PAC4GC_38641129	EB41021.1	mrna-11611	g11082.t1	mrna-9027	mrna-63
PAC4GC_38641331	EB40663.1	mrna-11391	g11083.t1	mrna-9029	mrna-64
PAC4GC_38637708	EB40343.1	mrna-11318	g12119.t1	mrna-9035	mrna-70
PAC4GC_38640626	EB39731.1	mrna-11674	g11089.t1	mrna-9030	mrna-65
PAC4GC_38639730	EB40774.2	mrna-11675	g11091.t1	mrna-9031	mrna-66
PAC4GC_38639041	EB41095.1	mrna-11676	g11092.t1	mrna-9032	mrna-67
PAC4GC_38638480	EB40391.6	mrna-11320	g12121.t1	mrna-9033	mrna-68
PAC4GC_38640800	EB40516.1	mrna-11333	g11897.t1	mrna-17080	mrna-263
PAC4GC_38640026	EB40317.1	mrna-11332	g11899.t1	mrna-17081	mrna-113
PAC4GC_38639318	EB40324.1	mrna-11331	g11904.t1	mrna-11038	mrna-101
PAC4GC_38640713	EB40610.1	mrna-11328	g11949.t1	mrna-17078	mrna-98
PAC4GC_38639254	EB40371.3	mrna-11326	g11952.t1	mrna-17079	mrna-96
PAC4GC_38639968	EB39733.1	mrna-4095	g11956.t1	mrna-694	mrna-94
PAC4GC_38637272	EB40278.1	mrna-4094	g11963.t1	mrna-13094	mrna-92
PAC4GC_38638783	EB40434.1	mrna-11654	g11969.t1	mrna-13092	mrna-91
PAC4GC_38639410	EB40564.1	mrna-11655	g11970.t1	mrna-13091	mrna-90
PAC4GC_38639850	EB41105.1	mrna-11595	g11984.t1	mrna-14646	mrna-88
PAC4GC_38638677	EB40962.1	mrna-11594	g12005.t1	mrna-11014	mrna-86
PAC4GC_38638358	EB40316.1	mrna-4251	g12163.t1	mrna-3015	mrna-381
PAC4GC_38641186	EB41178.1	mrna-11312	g12112.t1	mrna-9036	mrna-71
PAC4GC_38640885	EB39787.2	mrna-11607	g14084.t1	mrna-230	mrna-27
PAC4GC_38639772	EB40948.1	mrna-4252	g12164.t1	mrna-3013	mrna-380
PAC4GC_38640320	EB39666.1	mrna-4240	g12609.t1	mrna-3502	mrna-486
PAC4GC_38640477	EB39786.1	mrna-4239	g12521.t1	mrna-3503	mrna-485
PAC4GC_38639100	EB40664.1	mrna-4238	g12496.t1	mrna-3504	mrna-484
PAC4GC_38637719	EB40727.1	mrna-4170	g12420.t1	mrna-3506	mrna-482
PAC4GC_38638198	EB40426.1	mrna-4035	g10500.t1	mrna-2375	mrna-105
PAC4GC_38637467	EB39790.1	mrna-11568	g12334.t1	mrna-2376	mrna-351
PAC4GC_38637958	EB40056.1	mrna-11567	g12341.t1	mrna-2377	mrna-350
PAC4GC_38639676	EB40174.1	mrna-4228	g12364.t1	mrna-2385	mrna-481
PAC4GC_38638409	EB39963.1	mrna-4220	g12362.t1	mrna-2384	mrna-480
PAC4GC_38638894	EB40631.1	mrna-4237	g12360.t1	mrna-2382	mrna-478
PAC4GC_38639983	EB41048.1	mrna-4172	g12345.t1	mrna-2381	mrna-477
PAC4GC_38639132	EB40623.1	mrna-4273	g12211.t1	mrna-2998	mrna-369
PAC4GC_38640179	EB41122.1	mrna-4268	g12225.t1	mrna-2994	mrna-357
PAC4GC_38640287	EB39921.1	mrna-4266	g12227.t1	mrna-2992	mrna-355
PAC4GC_38641074	EB41198.1	mrna-4034	g11329.t1	mrna-11037	mrna-62
PAC4GC_38639118	EB40308.1	mrna-4028	g11361.t1	transcript-22264	mrna-363
PAC4GC_38639434	EB39775.1	mrna-11492	g10883.t1	mrna-8697	mrna-277
PAC4GC_38639508	EB41039.2	mrna-11494	g120049.t1	mrna-8695	mrna-279
PAC4GC_38639614	EB40690.1	mrna-11495	g120048.t1	mrna-8694	mrna-280
PAC4GC_38637607	EB41160.1	mrna-11496	g120047.t1	mrna-8693	mrna-281
PAC4GC_38638078	EB40001.1	mrna-11497	g120583.t1	mrna-8692	mrna-282
PAC4GC_38638855	EB39722.1	mrna-11498	g10855.t1	mrna-16852	mrna-287
PAC4GC_38641120	EB40009.1	mrna-11522	g10844.t1	mrna-17918	mrna-292
PAC4GC_38640060	EB40185.1	mrna-11520	g10816.t1	mrna-8639	mrna-294
PAC4GC_38639162	EB40980.1	mrna-11524	g10692.t1	mrna-8647	mrna-298
PAC4GC_38638998	EB40112.1	mrna-11525	g10691.t1	mrna-8648	mrna-299
PAC4GC_38640271	EB40167.1	mrna-11528	g10636.t1	mrna-8655	mrna-302
PAC4GC_38641654	EB39815.1	mrna-11529	g10627.t1	mrna-8658	mrna-305
PAC4GC_38640141	EB40277.2	mrna-11530	g10620.t1	mrna-8659	mrna-307
PAC4GC_38638868	EB40067.1	mrna-11531	g10615.t1	mrna-8660	mrna-308
PAC4GC_38637224	EB40309.2	mrna-11532	g10614.t1	mrna-8661	mrna-309
PAC4GC_38641333	EB40214.1	mrna-11538	g10588.t1	mrna-8667	mrna-314
PAC4GC_38640044	EB40999.1	mrna-11541	g10598.t1	mrna-8671	mrna-352
PAC4GC_38637826	EB40383.1	mrna-11315	g12108.t1	mrna-9039	mrna-73
PAC4GC_38641566	EB40111.2	mrna-11470	g12107.t1	mrna-9040	mrna-74
PAC4GC_38637659	EB40039.1	mrna-11471	g12106.t1	mrna-9041	mrna-75
PAC4GC_38644417	EB04241.1	mrna-12495	g336.t1	mrna-6149	mrna-1292
PAC4GC_38644184	EB04530.1	mrna-12496	g361.t1	mrna-6150	mrna-1291
PAC4GC_38643935	EB04955.1	mrna-3451	g551.t1	mrna-8797	mrna-1324
PAC4GC_38642565	EB04371.1	mrna-12568	g219.t1	mrna-6133	mrna-1349
PAC4GC_38644633	EB04534.1	mrna-3444	g218.t1	mrna-6132	mrna-1348
PAC4GC_38643516	EB04888.3	mrna-12471	g3250.t1	mrna-13010	mrna-1487
PAC4GC_38644849	EB04195.1	mrna-12248	g3255.t1	mrna-13013	mrna-1488
PAC4GC_38644336	EB04538.1	mrna-12250	g3260.t1	mrna-13016	mrna-1490
PAC4GC_38642309	EB05083.1	mrna-12251	g3261.t1	mrna-13017	mrna-1319
PAC4GC_38642435	EB05111.5	mrna-12253	g3275.t1	transcript-31443	mrna-1321
PAC4GC_38643834	EB04569.1	mrna-12405	g3297.t1	mrna-11755	mrna-1283
PAC4GC_38643425	EB04359.4	mrna-12406	g3298.t1	mrna-11754	mrna-1323
PAC4GC_38644938	EB04653.1	mrna-12298	g2969.t1	mrna-2062	mrna-1498
PAC4GC_38645090	EB04219.1	mrna-12527	g3028.t1	transcript-4798	transcript-841
PAC4GC_38643385	EB04406.1	transcript-6050	g3062.t1	transcript-4787	transcript-1015
PAC4GC_38644600	EB04407.1	mrna-12524	g3072.t1	mrna-2056	mrna-1481
PAC4GC_38643612	EB04724.1	mrna-12523	g3083.t1	mrna-2055	mrna-1318
PAC4GC_38644789	EB05301.1	mrna-12522	g3103.t1	mrna-2054	mrna-1265
PAC4GC_38644815	EB04448.1	mrna-12550	g1488.t1	mrna-9259	mrna-1494
PAC4GC_38643824	EB04464.1	mrna-12547	g1504.t1	mrna-9260	mrna-1491
PAC4GC_38644536	EB04234.1	mrna-12546	g1514.t1	mrna-9261	mrna-1248
PAC4GC_38645201	EB05015.1	mrna-12545	g1515.t1	mrna-9262	mrna-1249
PAC4GC_38642666	EB04669.1	mrna-12544	g1520.t1	mrna-9263	mrna-1250
PAC4GC_38643452	EB04554.1	mrna-12277	g1521.t1	mrna-9264	mrna-1251
PAC4GC_38643029	EB04947.1	mrna-12275	g1524.t1	mrna-9266	mrna-1253
PAC4GC_38643057	EB05361.1	mrna-3594	g1542.t1	mrna-9268	mrna-1255
PAC4GC_38643346	EB04626.1	mrna-3595	g118595.t1	mrna-9269	mrna-1256
PAC4GC_38642174	EB04210.1	mrna-3586	g1575.t1	mrna-9272	mrna-1261
PAC4GC_38642893	EB04411.1	mrna-3368	g1582.t1	mrna-9277	mrna-1328
PAC4GC_38644346	EB04605.1	mrna-12245	g1588.t1	mrna-9276	mrna-1329
PAC4GC_38643637	EB04200.1	mrna-3582	g16.t1	mrna-3764	mrna-1417
PAC4GC_38642731	EB05324.1	mrna-3493	g49.t1	mrna-3771	mrna-1405
PAC4GC_38643858	EB04460.1	mrna-3497	g96.t1	mrna-3776	mrna-1401
PAC4GC_38643038	EB04604.1	mrna-3498	g98.t1	mrna-3777	mrna-1263
PAC4GC_38645100	EB05130.1	mrna-12329	g105.t1	mrna-3778	mrna-1408
PAC4GC_38642028	EB05037.1	mrna-12448	g161.t1	mrna-6122	mrna-1334
PAC4GC_38643584	EB04305.1	mrna-3516	g175.t1	mrna-6125	mrna-1339
PAC4GC_38644242	EB04368.3	mrna-3515	g186.t1	mrna-6126	mrna-1340
PAC4GC_38643103	EB04409.1	mrna-3514	g192.t1	mrna-6127	mrna-1342
PAC4GC_38644754	EB05019.1	mrna-12566	g195.t1	mrna-6129	mrna-1344
PAC4GC_38644368	EB04643.1	mrna-12565	g199.t1	mrna-6131	mrna-1347
PAC4GC_38644300	EB05240.1	mrna-12494	g309.t1	mrna-6148	mrna-1293
PAC4GC_38642877	EB05286.1	mrna-3449	g574.t1	mrna-8791	mrna-1395
PAC4GC_38643344	EB04364.1	mrna-3448	g627.t1	mrna-8789	mrna-1396
PAC4GC_38643157	EB05214.1	mrna-12569	g220.t1	mrna-6134	mrna-1350
PAC4GC_38643804	EB04316.1	mrna-12571	g231.t1	mrna-6136	mrna-1353
PAC4GC_38642372	EB04751.1	mrna-12572	g232.t1	mrna-6137	mrna-1354
PAC4GC_38644683	EB04290.1	mrna-12573	g233.t1	mrna-6138	mrna-1288
PAC4GC_38642361	EB04181.1	mrna-12349	g283.t1	mrna-6139	mrna-1241
PAC4GC_38644206	EB05101.1	mrna-12348	g285.t1	mrna-6140	mrna-1242
PAC4GC_38642582	EB05092.1	mrna-12347	g287.t1	mrna-6141	mrna-1243
PAC4GC_38644649	EB04192.3	mrna-12346	g289.t1	mrna-6142	mrna-1298
PAC4GC_38643352	EB04952.4	mrna-12491	g293.t1	mrna-6143	mrna-1297
PAC4GC_38643182	EB05284.1	mrna-12492	g303.t1	mrna-6145	mrna-1295
PAC4GC_38643648	EB04939.1	mrna-12493	g306.t1	mrna-6147	mrna-1294
PAC4GC_38642537	EB05024.1	mrna-3327	g2162.t1	mrna-2940	mrna-1437
PAC4GC_38643976	EB05010.1	mrna-3329	g2199.t1	mrna-11467	mrna-1435
PAC4GC_38644916	EB04697.1	mrna-3332	g2214.t1	mrna-12889	mrna-1431
PAC4GC_38643169	EB04356.1	mrna-3486	g118557.t1	mrna-9300	mrna-1454
PAC4GC_38644531	EB04333.1	mrna-3489	g118430.t1	mrna-9298	mrna-1457
PAC4GC_38645119	EB04638.1	mrna-12532	g1865.t1	mrna-9292	mrna-1463
PAC4GC_38644743	EB05133.1	mrna-12302	g2952.t1	mrna-2065	mrna-1444
PAC4GC_38644690	EB05310.1	mrna-3439	g742.t1	mrna-8783	mrna-1421
PAC4GC_38643259	EB04301.1	mrna-3441	g746.t1	mrna-8782	mrna-1419
PAC4GC_38642261	EB05140.1	mrna-3447	g119616.t1	mrna-8786	mrna-1424
PAC4GC_38643006	EB05247.1	mrna-3446	g739.t1	mrna-8785	mrna-1423
PAC4GC_38644294	EB04187.1	mrna-12301	g2951.t1	mrna-2066	mrna-1443
PAC4GC_38642973	EB04842.1	mrna-12303	g2949.t1	mrna-2067	mrna-1407
PAC4GC_38641846	EB04678.1	mrna-12305	g2936.t1	mrna-2068	mrna-1415
PAC4GC_38643003	EB04355.1	mrna-12306	g2929.t1	mrna-2069	mrna-1414
PAC4GC_38642118	EB04559.1	mrna-3569	g2926.t1	mrna-2070	mrna-1413
PAC4GC_38644820	EB05330.1	mrna-3364	g2802.t1	mrna-2075	mrna-1412
PAC4GC_38644972	EB05075.2	mrna-3366	g2582.t1	mrna-10205	mrna-1399
PAC4GC_38642343	EB04417.1	mrna-12562	g2577.t1	mrna-10201	mrna-1362
PAC4GC_38644474	EB04628.1	transcript-6071	g2564.t1	transcript-33696	mrna-1363
PAC4GC_38644190	EB04613.1	mrna-12557	g2553.t1	mrna-13851	mrna-1367
PAC4GC_38642680	EB05191.1	mrna-12556	g2405.t1	mrna-3745	mrna-1368
PAC4GC_38642830	EB04650.1	mrna-3339	g2381.t1	mrna-3751	mrna-1425
PAC4GC_38644191	EB04688.1	mrna-3340	g2374.t1	mrna-3752	mrna-1393
PAC4GC_38644379	EB04635.1	mrna-3341	g2234.t1	mrna-3754	mrna-1392
PAC4GC_38644915	EB04722.1	mrna-3568	g2229.t1	mrna-3755	mrna-1391
PAC4GC_38642455	EB05366.1	mrna-3566	g2225.t1	mrna-3757	mrna-1376
PAC4GC_38643487	EB04233.1	mrna-3564	g2224.t1	mrna-3758	mrna-1426
PAC4GC_38642204	EB04730.1	mrna-3371	g2220.t1	mrna-12893	mrna-1427
PAC4GC_38644109	EB04729.1	mrna-3372	g2219.t1	mrna-12892	mrna-1428
PAC4GC_38643709	EB05028.3	mrna-3373	g2218.t1	mrna-12891	mrna-1429
PAC4GC_38644096	EB04372.1	mrna-3334	g2215.t1	mrna-12890	mrna-1430
PAC4GC_38642401	EB04167.1	mrna-3484	g1889.t1	mrna-9301	mrna-1453
PAC4GC_38642474	EB05189.1	mrna-3483	g1915.t1	mrna-9302	mrna-1452
PAC4GC_38642055	EB04625.1	mrna-3323	g2120.t1	mrna-13356	mrna-1440
PAC4GC_38643745	EB05011.1	mrna-3322	g2084.t1	mrna-13355	mrna-1441
PAC4GC_38642727	EB04273.1	mrna-3321	g2081.t1	transcript-32281	mrna-1442
PAC4GC_38643787	EB04431.2	mrna-3319	g2067.t1	mrna-13353	mrna-1299
PAC4GC_38642099	EB04934.1	mrna-3317	g2059.t1	mrna-13147	mrna-1301
PAC4GC_38644022	EB04802.1	mrna-3316	g2052.t1	mrna-13148	mrna-1302
PAC4GC_38643014	EB04907.1	mrna-3314	g2044.t1	mrna-13151	mrna-1304
PAC4GC_38643393	EB05112.1	mrna-3313	g1991.t1	mrna-16503	mrna-1305
PAC4GC_38642719	EB04182.1	mrna-3369	g1980.t1	mrna-16508	mrna-1309
PAC4GC_38644805	EB04629.1	mrna-12308	g1979.t1	mrna-16509	mrna-1310
PAC4GC_38643298	EB05154.1	mrna-3472	g1976.t1	mrna-16511	mrna-1313
PAC4GC_38645203	EB04525.1	mrna-3511	g1736.t1	mrna-13349	mrna-1378
PAC4GC_38643134	EB04256.1	mrna-3519	g1606.t1	mrna-9285	mrna-1386
PAC4GC_38644043	EB04876.1	mrna-3517	g1595.t1	mrna-9289	mrna-1390
PAC4GC_38642873	EB05259.1	mrna-3518	g1596.t1	mrna-9288	mrna-1389
PAC4GC_38644762	EB05017.1	mrna-12553	g1439.t1	mrna-13347	mrna-1495
PAC4GC_38641984	EB04594.1	mrna-12326	g1393.t1	mrna-13343	mrna-8998
PAC4GC_38641827	EB04285.1	mrna-12412	g1364.t1	mrna-9257	mrna-1246
PAC4GC_38644644	EB05195.1	mrna-12476	g1195.t1	mrna-3785	mrna-1355
PAC4GC_38643287	EB04204.1	mrna-12473	g1191.t1	mrna-3787	mrna-1286
PAC4GC_38643022	EB04844.1	mrna-12474	g1190.t1	mrna-3788	mrna-1285
PAC4GC_38643186	EB04334.1	mrna-12472	g1189.t1	mrna-3789	mrna-1284
PAC4GC_38642508	EB04654.1	mrna-12446	g1073.t1	mrna-14996	mrna-1277
PAC4GC_38643512	EB04265.1	mrna-3443	g749.t1	mrna-8779	mrna-1477
PAC4GC_38643885	EB04913.1	mrna-3442	g747.t1	mrna-8781	mrna-1478
PAC4GC_38604697	EB07027.1	mrna-6834	g9765.t1	mrna-12201	mrna-942
PAC4GC_38605682	EB07815.1	mrna-7017	g9872.t1	mrna-4848	mrna-946
PAC4GC_38605064	EB07498.1	mrna-7024	g9873.t1	mrna-4847	mrna-947
PAC4GC_38604088	EB07166.1	mrna-7055	g8777.t1	mrna-7928	mrna-1155
PAC4GC_38606220	EB07898.1	mrna-7056	g8787.t1	mrna-7929	mrna-1156
PAC4GC_38606856	EB07147.1	mrna-7059	g8835.t1	mrna-7931	mrna-1158
PAC4GC_38606395	EB08128.1	mrna-7001	g8895.t1	mrna-7933	mrna-1161
PAC4GC_38607283	EB07515.1	mrna-6999	g8897.t1	mrna-7937	mrna-1163
PAC4GC_38604279	EB08344.1	mrna-6830	g10012.t1	mrna-4827	mrna-1100
PAC4GC_38604515	EB07885.1	mrna-6967	g9990.t1	mrna-4828	mrna-1101
PAC4GC_38605331	EB07262.2	mrna-6970	g9943.t1	mrna-4832	mrna-965
PAC4GC_38603433	EB07083.1	mrna-6971	g9935.t2	mrna-4833	mrna-966
PAC4GC_38606571	EB08188.1	mrna-6847	g9026.t1	mrna-7957	mrna-1104
PAC4GC_38603630	EB08238.1	mrna-6846	g9028.t1	mrna-7956	mrna-1105
PAC4GC_38603635	EB07380.1	mrna-6843	g9006.t1	mrna-7953	mrna-1108
PAC4GC_38607270	EB07572.1	mrna-6866	g7339.t1	mrna-11183	mrna-983
PAC4GC_38603655	EB07162.1	mrna-6868	g7316.t1	mrna-11182	mrna-973
PAC4GC_38604627	EB07567.1	mrna-6874	g7309.t1	mrna-11175	mrna-971
PAC4GC_38604247	EB07892.1	mrna-7008	g8757.t1	mrna-7921	mrna-1148
PAC4GC_38604661	EB07320.1	mrna-7007	g8763.t1	mrna-7922	mrna-1149
PAC4GC_38605849	EB07126.1	mrna-7006	g8764.t1	mrna-7923	mrna-1150
PAC4GC_38606670	EB08210.1	mrna-7005	g8767.t1	mrna-7924	mrna-1151
PAC4GC_38604161	EB07331.1	mrna-7011	g8752.t2	mrna-7918	mrna-1145
PAC4GC_38605532	EB07373.1	mrna-6988	g8559.t1	mrna-7882	mrna-1177
PAC4GC_38606657	EB07538.1	mrna-6987	g8560.t1	mrna-7883	mrna-1176
PAC4GC_38606265	EB07451.1	mrna-6986	g8576.t1	mrna-7884	mrna-1175
PAC4GC_38604215	EB07569.1	mrna-6985	g8581.t1	mrna-7885	mrna-1113
PAC4GC_38603440	EB07450.1	mrna-6832	g8583.t1	mrna-7889	mrna-1117
PAC4GC_38606360	EB08047.1	mrna-6965	g8591.t1	mrna-7892	mrna-1120
PAC4GC_38605458	EB07694.3	mrna-6964	g8599.t1	mrna-7893	mrna-1121
PAC4GC_38604254	EB07297.1	mrna-7023	g8726.t1	mrna-7909	mrna-1136
PAC4GC_38605005	EB07090.1	mrna-7022	g8722.t1	mrna-7908	mrna-1135
PAC4GC_38604036	EB08052.2	mrna-7021	g8721.t1	mrna-7907	mrna-1134
PAC4GC_38604399	EB08010.1	mrna-7020	g8718.t1	mrna-7906	mrna-1133
PAC4GC_38607373	EB07374.1	mrna-7019	g8709.t1	mrna-7905	mrna-1132
PAC4GC_38603786	EB07803.2	mrna-6782	g7888.t1	mrna-11261	mrna-1197
PAC4GC_38606228	EB07360.3	mrna-6781	g7886.t1	mrna-11260	mrna-1199
PAC4GC_38606308	EB07330.1	mrna-6780	g7879.t1	mrna-11259	mrna-1198
PAC4GC_38605057	EB07632.1	mrna-6816	g7875.t1	mrna-11256	mrna-1202
PAC4GC_38603871	EB07932.1	mrna-7043	g7874.t1	mrna-11255	mrna-1230
PAC4GC_38605025	EB08233.1	mrna-7042	g7869.t1	mrna-11254	mrna-1229
PAC4GC_38606838	EB07400.1	mrna-7041	g7867.t1	mrna-11253	mrna-1228
PAC4GC_38605530	EB08123.1	mrna-7040	g7862.t1	mrna-11252	mrna-1227
PAC4GC_38605877	EB08107.2	mrna-7039	g7861.t1	mrna-11251	mrna-1225
PAC4GC_38603861	EB07444.1	mrna-7038	g7860.t1	mrna-11250	mrna-1226
PAC4GC_38604482	EB07016.1	mrna-6799	g8506.t1	mrna-7867	mrna-1190
PAC4GC_38603542	EB06985.1	mrna-6797	g8451.t1	mrna-7864	mrna-1192
PAC4GC_38607227	EB07217.1	mrna-6994	g8441.t1	mrna-7863	mrna-1193
PAC4GC_38606775	EB08015.1	mrna-6995	g8430.t2	mrna-7862	mrna-1194
PAC4GC_38604394	EB07518.1	mrna-6827	g9729.t1	mrna-6375	mrna-1075
PAC4GC_38605809	EB08176.1	mrna-6826	g9728.t1	mrna-6374	mrna-1074
PAC4GC_38607070	EB08055.1	mrna-6825	g9727.t1	mrna-6373	mrna-1073
PAC4GC_38606662	EB07715.1	mrna-6779	g9681.t1	mrna-2304	mrna-1070
PAC4GC_38603566	EB08004.1	mrna-6778	g9677.t1	mrna-2305	mrna-1069
PAC4GC_38606926	EB07299.1	mrna-6777	g9668.t1	mrna-2306	mrna-1067
PAC4GC_38603840	EB08328.2	mrna-6776	g9666.t1	mrna-2309	mrna-1066
PAC4GC_38605544	EB07703.1	transcript-2996	g9628.t1	transcript-5494	transcript-637
PAC4GC_38606868	EB07220.1	mrna-6775	g9614.t1	mrna-2310	mrna-1065
PAC4GC_38603964	EB08213.1	mrna-6773	g9611.t1	mrna-2312	mrna-1063
PAC4GC_38605663	EB07647.1	mrna-6771	g9608.t1	mrna-2314	mrna-1061
PAC4GC_38604658	EB07726.1	mrna-6943	g9607.t1	mrna-2315	mrna-1060
PAC4GC_38604137	EB07856.1	mrna-6946	g9597.t1	mrna-2321	mrna-1057
PAC4GC_38605026	EB07108.1	mrna-6948	g9594.t1	mrna-2323	mrna-1055
PAC4GC_38603514	EB07938.1	mrna-6951	g9587.t1	mrna-2326	mrna-1052
PAC4GC_38604149	EB07804.1	mrna-6952	g9586.t1	mrna-2327	mrna-1051
PAC4GC_38605950	EB08200.3	mrna-6953	g9585.t1	mrna-2328	mrna-1050
PAC4GC_38605155	EB08211.1	mrna-6956	g9556.t1	mrna-2331	mrna-1047
PAC4GC_38607197	EB08192.1	transcript-3119	g9552.t1	transcript-5529	transcript-631
PAC4GC_38604920	EB08232.1	mrna-6878	g9529.t1	mrna-2335	mrna-1043
PAC4GC_38604671	EB08329.1	mrna-6879	g9516.t1	mrna-2336	mrna-1042
PAC4GC_38606278	EB08084.1	mrna-6857	g9493.t1	mrna-12356	mrna-1037
PAC4GC_38606800	EB08236.1	mrna-6860	g9469.t1	mrna-12353	mrna-1034
PAC4GC_38605645	EB07152.1	mrna-6861	g9468.t1	mrna-12352	mrna-1033
PAC4GC_38605703	EB07258.1	mrna-6942	g9444.t1	mrna-12351	mrna-1032
PAC4GC_38606129	EB07336.3	mrna-6940	g9382.t1	mrna-109	mrna-1030
PAC4GC_38603548	EB07554.1	mrna-6938	g9364.t1	mrna-107	mrna-1028
PAC4GC_38607147	EB07053.1	mrna-6937	g9363.t1	mrna-106	mrna-1027
PAC4GC_38605427	EB07637.1	mrna-6936	g9362.t1	mrna-105	mrna-1026
PAC4GC_38606298	EB07539.1	mrna-6889	g7754.t1	mrna-11217	mrna-1003
PAC4GC_38606890	EB07583.1	mrna-6891	g7752.t1	mrna-11215	mrna-1001
PAC4GC_38607400	EB07294.1	mrna-6801	g8197.t1	mrna-7861	mrna-1203
PAC4GC_38605919	EB08059.1	mrna-6912	g10062.t1	mrna-13127	mrna-1082
PAC4GC_38606680	EB07785.1	mrna-6913	g10061.t1	mrna-13128	mrna-1081
PAC4GC_38605958	EB07272.1	mrna-6915	g10055.t1	mrna-13130	transcript-650
PAC4GC_38606365	EB07335.1	mrna-6980	g8918.t1	mrna-7940	mrna-1166
PAC4GC_38606444	EB24253.1	mrna-6981	g8919.t1	mrna-7941	mrna-1167
PAC4GC_38604300	EB24484.1	mrna-6982	g8920.t1	mrna-7942	mrna-1168
PAC4GC_38604172	EB07570.1	mrna-6961	g8937.t1	mrna-7944	mrna-1170
PAC4GC_38605928	EB08255.4	mrna-6841	g8990.t1	mrna-7950	mrna-1110
PAC4GC_38604253	EB07364.1	mrna-6908	g7424.t1	mrna-11186	mrna-985
PAC4GC_38604166	EB07050.1	mrna-6907	g7442.t1	mrna-11187	mrna-986
PAC4GC_38606967	EB08317.3	mrna-6905	g7485.t1	mrna-11189	mrna-988
PAC4GC_38604460	EB07370.1	mrna-6904	g7540.t1	mrna-11190	mrna-989
PAC4GC_38606706	EB07836.1	mrna-6903	g7573.t1	mrna-11191	mrna-991
PAC4GC_38604621	EB08223.1	mrna-6902	g7574.t1	mrna-11192	mrna-992
PAC4GC_38603913	EB07424.1	mrna-6900	g7580.t1	mrna-11193	mrna-993
PAC4GC_38606886	EB08026.2	mrna-6899	g7582.t1	mrna-11194	mrna-994
PAC4GC_38605638	EB07677.1	transcript-3042	g9071.t1	transcript-19436	transcript-741
PAC4GC_38604151	EB08029.1	mrna-7002	g8770.t1	mrna-7927	mrna-1154
PAC4GC_38607424	EB06996.1	mrna-7003	g8769.t1	mrna-7926	mrna-1153
PAC4GC_38605239	EB07978.1	mrna-7004	g8768.t1	mrna-7925	mrna-1152
PAC4GC_38604820	EB08324.1	mrna-6958	g7302.t1	mrna-11173	mrna-969
PAC4GC_38603637	EB07640.1	mrna-6785	g7295.t1	mrna-11171	mrna-967
PAC4GC_38604063	EB07611.1	mrna-7046	g7289.t1	mrna-2897	mrna-954
PAC4GC_38606903	EB07469.1	mrna-7047	g7288.t1	mrna-2899	mrna-5340
PAC4GC_38605357	EB07661.1	mrna-7052	g7285.t1	mrna-2901	mrna-1084
PAC4GC_38606748	EB08247.3	mrna-7051	g7130.t1	mrna-2903	mrna-1085
PAC4GC_38604090	EB07041.2	mrna-7050	g6918.t1	mrna-2905	mrna-1093
PAC4GC_38603563	EB07112.1	mrna-7048	g6910.t1	mrna-2907	mrna-1095
PAC4GC_38605915	EB07591.1	mrna-6820	g8053.t1	mrna-2292	mrna-1237
PAC4GC_38604704	EB07854.1	mrna-6796	g8079.t1	mrna-2295	mrna-1235
PAC4GC_38605092	EB07154.1	mrna-6807	g8084.t1	mrna-2296	mrna-1234
PAC4GC_38606678	EB08298.1	mrna-6836	g10083.t1	mrna-13122	mrna-956
PAC4GC_38604971	EB08135.1	mrna-6897	g7604.t1	mrna-11195	mrna-995
PAC4GC_38606398	EB08069.1	mrna-6853	g9270.t1	mrna-2915	mrna-1014
